source,model,family,n_days,rmse_same_prediction,rmse_original_table,mae_same_prediction,centered_rmse,realized_mean,predicted_mean,oracle_mean,capture_aggregate,capture_daily_mean,listwise_proxy,amplitude_ratio,window_spearman
holdout_rmse_v2,dlinear_prevday,dlinear,59,0.6659023418172851,0.665902,0.4717428675407955,0.47654174134430394,5370.817489869036,8734.265771205142,9000.886095779735,0.5966987508471264,0.5758395630847623,84.64678046142937,0.736356054857622,0.6568700263460384
holdout_rmse_v2,xgboost_temporal,xgboost,59,0.6853096035843975,0.68531,0.5194957610392923,0.5062783129919001,5806.384371345002,10522.640560755617,9000.886095779735,0.6450903066163068,0.623138606263696,74.56818999076408,1.138945960550146,0.7242025979888382
holdout_rmse_v2,ridge_contextual_a1,ridge,59,0.8079187762169173,0.807919,0.6270218592046607,0.46110122744956356,6202.841477641694,10518.409097598771,9000.886095779735,0.6891367596074828,0.7105343821259108,75.86732810536836,1.0262618331029938,0.769409309588212
holdout_rmse_v2,ridge_temporal_a1,ridge,59,0.8302744373266758,0.830274,0.6370593889386432,0.5006577522328467,6107.7959202111915,12446.226122015614,9000.886095779735,0.6785771817593567,0.6953776017965917,90.43973076242544,1.1538644288790416,0.7633168545044109
holdout_rmse_v2,climatology_weekday_slot,climatology,59,0.8948355972952869,0.894836,0.7449056212015989,0.4810210349665639,5644.280127937861,8282.610688169123,9000.886095779735,0.6270804971728625,0.6184358755985039,85.16749223066152,0.6363159310507536,0.6817346210252597
holdout_rmse_v2,blend_lgb_transformer,blend,59,0.617156514269047,0.584431,0.45510288895975104,0.44249439782818584,6041.854269689157,9770.293700075383,9000.886095779735,0.671251052995995,0.6860982026172561,63.26643192255197,0.9201145119988883,0.7692969028222749
holdout_seed_bag_v1,listwise_transformer_seed42,transformer,59,0.8620390592948906,0.8620390592948906,0.618543622651938,0.4261087711131467,6296.670514658444,3692.322779888824,9000.886095779735,0.6995611818275067,0.6929599604941424,25.86686986817454,0.4828836915635799,0.77235608341965
holdout_seed_bag_v1,listwise_transformer_seed43,transformer,59,0.6178346300666273,0.6178346300666273,0.3894448950199267,0.41435598402601426,6334.699112105518,4472.893078448409,9000.886095779735,0.7037861655727076,0.7238284403329467,29.448806028847002,0.5015829600100086,0.778668026528642
holdout_seed_bag_v1,listwise_transformer_seed44,transformer,59,1.0024564714806665,1.0024564714806663,0.7563376545535886,0.4120888661319205,6551.772866507539,4619.687816664829,9000.886095779735,0.7279030971827856,0.7400468646777312,27.696881657294856,0.5277006106720817,0.7852800546765059
holdout_seed_bag_v1,listwise_transformer_seed45,transformer,59,0.7220739892361976,0.7220739892361976,0.48286726692109694,0.4320481424933389,6257.761327039081,6173.822899743662,9000.886095779735,0.6952383643620568,0.7181710332649175,33.34337652247351,0.7444617283609146,0.7693738344714415
holdout_seed_bag_v1,listwise_transformer_seed46,transformer,59,0.8527399986501926,0.8527399986501926,0.5620487019878891,0.43192735977973096,6435.870894006926,5239.465661662615,9000.886095779735,0.7150263680177584,0.7244870813498502,32.16964677067316,0.7055796200273735,0.7684944362974819
