source,model,date,tc,td,idle,realized,predicted,oracle,capture_daily,point_mse,point_mae,centered_mse,block_mse,listwise_ce,listwise_proxy,window_spearman,pred_centered_ms,true_centered_ms
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-11-29,0,58,False,-1891.020564264802,1778.7070833146572,5801.283300285127,-0.3259659055388418,0.12629601434495988,0.31052371339693075,0.11960986036579946,6.219686371201156,29.290635265991607,64.80095690318437,-0.5225882498692557,0.008790185576881474,0.09282685767387151
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-11-30,0,59,False,757.5999638501752,2753.7692598998547,10816.630246835208,0.07004029411764705,0.3701841020448991,0.56308194205569,0.3689555248354524,21.955739358460065,29.903775637297304,81.76329063305468,-0.5457504296743566,0.017172617144521743,0.3036581215136464
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-01,49,65,False,-2850.500206224808,2445.4711601138115,7602.92350373086,-0.3749215949398976,2.49147123615249,1.5056446354901876,0.22450546777211078,9.49770460982425,18.41347997422709,46.32466455827843,0.027496338970850916,0.009485133536198703,0.23161350626519336
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-02,12,60,False,-9012.798085083568,2655.668366700411,7113.5250682128,-1.2669946332737028,0.5742796499215457,0.6325166036209793,0.4173897673196462,22.166931881554657,32.989800611686825,88.14653310492831,-0.3819645515214561,0.009554905841523647,0.34570384562105194
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-03,0,24,False,3175.6767437012095,1611.0742688179016,9007.2147950591,0.35257033566505197,0.19315759337277108,0.39328936021868355,0.16315879775810163,9.322776757953546,14.992196184894933,39.307169127743414,0.5554077359843476,0.008249338103785768,0.18504597283329235
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-04,0,12,False,636.2723674608972,2301.7459139227867,11898.293271518727,0.053475935828877226,0.3863299334143651,0.5695357262578379,0.17152834807895326,8.19787003693849,6.9906970768927605,22.179264190724012,0.7258248132630782,0.017760951292024842,0.22594824743978512
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-05,73,88,False,654.132532815522,1235.394410789013,4598.152699291483,0.14225985424892817,0.09521140002933204,0.26396467977249993,0.08833958227855924,3.84107247260445,24.491999629785912,52.825071732176276,-0.42668738102961423,0.007199677425707591,0.06738853296062351
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-06,0,59,False,-2310.355868039904,3474.2370694875717,1382.2635419667454,-1.6714293605346981,0.13319957925142917,0.3255923783839259,0.05635434229120878,2.568630791871303,48.54357132122479,99.65577343432088,-0.548898549891625,0.01865643670674684,0.02224100193704265
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-07,76,88,False,668.0859858339385,2263.8994492590427,15016.027872077113,0.04449152542372876,0.6463868261515255,0.6337636883446681,0.6254233800132455,36.30880167203707,46.22807486456712,128.76495140117132,-0.6639879503577543,0.017994646195468773,0.48841319860796845
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-08,38,59,False,2067.885194247907,2280.6044444441795,7915.851798133639,0.26123343980940406,0.22427272187192482,0.42542347058365193,0.19908280867149344,9.84754489832337,20.36220627928332,50.57195745689001,0.1302631947426616,0.005437346759186327,0.20106778145373158
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-09,43,63,False,9192.7009156213,1725.7980704307556,10593.934918223893,0.8677324324324325,0.811316172918417,0.7774382480047549,0.4459603669822096,24.53035869981622,6.428346783805664,37.38705226742755,0.572173434007016,0.011571748637180135,0.5181069304806495
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-10,48,65,False,2348.331784291808,3362.6189529895782,7441.205337455161,0.31558486532706287,0.5455382244542997,0.6686050964866951,0.10507475917828306,5.3843214876806735,16.57021158738223,38.52474466244513,0.10299203785915372,0.026918740558636023,0.07409558206366092
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-11,48,64,False,5339.807677613087,3590.0312066078186,25769.030882166222,0.20721802469135803,3.8926433116428285,1.6331452948697862,1.2254797574875071,30.81225312120931,38.21445397655974,107.24116107432879,0.2422806027871875,0.016353356428812294,1.2448528529657066
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-12,0,62,False,-11729.68109414159,1395.4371847212315,9467.73282781811,-1.2389112903225805,3.1677755624245845,1.49873192138868,0.9215781902351803,32.043851174416,22.214110309401352,76.4720717932187,-0.24347388624149788,0.004360471491923467,0.8609569179059724
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-13,0,58,False,-5072.185157135362,2477.1780781447887,4825.562806145682,-1.0511074792510398,0.14433744914678745,0.3223253764407422,0.1443177545731186,6.478466562097587,34.68132491185497,75.84111638580754,-0.7454217979400543,0.00943635321244399,0.09615317265727881
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-14,31,57,False,-591.691944034747,1828.65908741951,3981.935636852956,-0.1485940502298975,0.12683504722087677,0.33818550211249576,0.031780825540295314,0.861846011533843,16.248466994578987,33.358780000691816,0.11516843873155516,0.006435317760396075,0.030722907240874568
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-15,38,66,False,11548.343469415235,2059.9461011588573,11961.920508264817,0.9654255319148936,0.4677247718456465,0.5172513262913047,0.3574014946372979,20.012900599977222,16.789546313971137,53.591993227919495,0.5837901475294648,0.009795293906616468,0.3716562729006478
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-16,50,66,False,9480.458275167328,3106.877774000168,9575.899130286462,0.9900332225913622,0.565959148150028,0.6810953511901388,0.20143518178358008,10.082038937164613,19.298351331739497,48.678741600643605,0.5444050642531569,0.0153594618062102,0.24341672519805665
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-17,38,63,False,4791.630400788993,2570.7460939884186,7365.352127168311,0.6505636550782518,0.2339642001157578,0.42246176407485114,0.2099177975171943,10.194141919743414,10.389454014709896,30.973049949163205,0.4925539094384117,0.009059199875459478,0.2119365583300611
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-18,0,58,False,1031.0284696809827,1979.1580215096474,4304.280762294158,0.23953559877247646,0.1293483675405437,0.33296222535200004,0.09163595262759572,3.031499927217595,14.199108880018418,31.42971768725443,0.23878371014853578,0.004980214409176148,0.08475303743728846
